   age      spacing  sibs    time   status
  25.2       871      2       169      0
  23.6      2257      2       150      0
  18.5      1255      3      1175      1
  22.5       733      1      1522      0
  26.3      1061      1        58      0
  17.6       726      2      1344      1
  25.0       774      2       164      0
  20.6      1187      3       993      0
  25.8      1283      2       397      0
  23.7       413      4      1965      0
  23.7       499      1      1490      0
  19.6      1086      4      1339      0
  21.9      1861      2       820      0
  21.7       317      1      1779      0
  24.4       443      4       222      0
  22.6       966      4      1183      0
  26.8       470      2       484      0
  23.2       876      4       741      0
  25.3       591      2       314      0
  23.3      1018      3       445      0
  25.3       448      1       808      0
  21.1      2026      4       216      0
  26.3       756      2       764      0
  23.0      1408      1       310      0
  20.9       951      3       806      1
  22.3      1080      1       223      0
  20.7      1140      2      1137      0
  19.6       905      1      1373      0
  21.4       808      2       792      0
  24.2       781      4       186      0
  24.4      1008      3       516      0
  20.8      1748      4       929      1
  24.5       925      3      1096      0
  23.4      1014      3       704      0
  20.8       760      2      1274      0
  23.0      1199      1       556      0
  23.3       533      1      1006      0
  21.0      1073      2       162      0
  26.5       786      1       514      0
  21.7       446      4      1540      0
  23.1      2211      3       152      0
  25.2      1009      1       533      0
  23.1      1204      2       708      0
  22.1      1121      3       435      0
  22.4       681      4      1405      0
  21.9      1201      4       794      0
  24.0       634      2       359      0
  26.8       845      2       279      0
  22.6      1392      2       158      0
  23.0      1444      3       774      0
  22.3      1605      3       779      0
  24.1      1109      2       592      0
  23.4       966      3       571      0
  24.5       757      3      1192      0
